Services;Localisation;Region;Auteur;Commentaires;Date;Etoile;
Pôle emploi;12 Bd Jean Rose, 77100 Meaux;Île-de-France;Carmyf;dossier bloqué et je n'ai toujours pas eu mon indemnisation de septembre. Histoire d'attestation employeur non fourni en fév. 2014 où j'avais travaillé pour 95 euros chez un particulier !! ARE fini mi-août 2016. Pole emploi m'enlève de la liste des demandeurs d'emploi le 1er sept. 2016. Je trouve un CUI 1er sept.2016, fin CUI août 2018 et là ça bloque pour avoir les nouveaux droits car sur les anciens, je n'ai pas fourni cette attestation employeur. Pense que j'ai eu un trop-perçu...Oui je percevais 158 euros/mois pour une perte d'un emploi chez un particulier. Aujourd'hui, je devrai avoir bien plus, mais curieusement on gratte pour ne rien donner. Emails interposés. Dépôt de réclamation. Je vais devoir me déplacer.;23/05/2019;2;
Pôle emploi;12 Bd Jean Rose, 77100 Meaux;Île-de-France;Shiraz Amany;Ya une tension palpable la basOn sent que les gens sont à bouts de nerfs , aigris et frustrés.Les horaires ont changés , ca n'ouvre que jusqu'à 13h maintenant.L'après-midi est réservé à ceux qui ont RDV.Ça n arrange pas tout le monde mais bon apparemment on n'a pas notre mot à dire.;23/05/2017;3;
Pôle emploi;12 Bd Jean Rose, 77100 Meaux;Île-de-France;Sébastien Cornali;Accueil très moyen comme tous les pôles emploi, ce n'est pas grzce a eux que nous trouvons du travail, une directrice très moyenne;22/05/2022;1;
Pôle emploi;12 Bd Jean Rose, 77100 Meaux;Île-de-France;Khristofer David;Très bonne agence Pôle Emploi ont est très es bien accueillis quelque soit le service demander rien de négatif tout se passe toujours très bien les horaires ont changé il faut s’adapter tout simplement l’agence nationale pour l’emploi et rien d’autre;23/05/2019;5;
Pôle emploi;12 Bd Jean Rose, 77100 Meaux;Île-de-France;Bamoussa Camara;Franchement ils servent à rien depuis mon inscription j’ai vu mon conseiller une fois est c’est très rare de trouvé un travaille  avec eux autant se débrouiller seule.;22/05/2021;1;
Pôle emploi;12 Bd Jean Rose, 77100 Meaux;Île-de-France;Hyori Family;Aujourd'hui  à l´accueil  une jeune fille au cheveux bouclé très désagréable!!!!!!!;24/09/2022;1;
Pôle emploi;12 Bd Jean Rose, 77100 Meaux;Île-de-France;J-F Crebois;Bâtiment accueillant et clair. Acceuil bien organisé et chaleureux. Personnel à l'écoute des gens qui se preseprésentent. Une organisation bien organisée.;23/05/2019;5;
Pôle emploi;12 Bd Jean Rose, 77100 Meaux;Île-de-France;Jp Ragot;Des personnes incompétentes avec une Direction générale  Impplaccable voir inhumaines. Elle refuse de recevoir des personnes en difficulté;22/05/2021;1;
Pôle emploi;12 Bd Jean Rose, 77100 Meaux;Île-de-France;belfer erika;Pas de suivi pas d'aide pour trouver un emploi ou une forma il existe des formations pouvant être faite suite à une inscription pôle emploi pourtant rien n'est proposé...;22/05/2020;2;
Pôle emploi;12 Bd Jean Rose, 77100 Meaux;Île-de-France;Issa al hijazi;Trop de monde ils réponds pas aux emiles;23/05/2018;1;
Pôle emploi;12 Bd Jean Rose, 77100 Meaux;Île-de-France;Devran Genc;Pas mal;23/05/2017;4;
Pôle emploi;12 Bd Jean Rose, 77100 Meaux;Île-de-France;Willy Hamzaoui;Popole emploi;22/05/2022;1;
Pôle emploi;12 Bd Jean Rose, 77100 Meaux;Île-de-France;Florence Charrier;Conviviale;22/05/2021;4;
Pôle emploi;12 Bd Jean Rose, 77100 Meaux;Île-de-France;Anca Juliet;Good time over there.;23/05/2018;5;
Pôle emploi;3-5 Rue Jean Monnet, 94130 Nogent-sur-Marne;Île-de-France;Enzoline Enzo;Un conseiller en particulier devrait recevoir une formation sur son métier avant de procéder à une radiation sans aucune explication.   Faute grave que je tenais à souligner dans ce message.;23/11/2022;1;
Pôle emploi;3-5 Rue Jean Monnet, 94130 Nogent-sur-Marne;Île-de-France;Alexandra GUILLOCHON;Une expérience vraisemblablement au antipode des commentaires ci-contre :- je me suis rendue sur site pour la première fois ce jour peu avant 10h- j'ai été reçu rapidement,- aiguillée et conseillée par un professionnel à l'écoute, compétent et très humain,- cette personne a pris le temps de revoir mon dossier, dossier pour lequel une solution a été trouvé,- les locaux sont neufs. L'endroit est aéré et la salle d'attente était calme.L' accueil et l'échange passés ont largement dépassé mes espérances.Conclusion : un grand merci aux personnes qui m'ont aidé de près ou de loin dans ma démarche.;22/05/2022;5;
Pôle emploi;3-5 Rue Jean Monnet, 94130 Nogent-sur-Marne;Île-de-France;didier derny;le NÉANT, offres non ciblé, pourquoi je recevais des offres HTML/JavaScript/WEB je n'ai jamais été un développeur web et ne le serais jamais...j’étais développeur système réseau en Cje n'ai jamais fait de la glu au petit bonheur la chance avec du JSj'analysais les problèmes, cherchais des algorithme adaptés aux problèmes ma dernière application: 300 000 lignes de C pour créér des flipbook a partir de PDFça doit expliquer pourquoi tous leurs messages arrivaient dans SPAM....ou est passé l'ANPE ?A une autre époque, contact très fructueux, offre d'emploi bien  ciblé dans mon domaine;24/10/2022;1;
Pôle emploi;3-5 Rue Jean Monnet, 94130 Nogent-sur-Marne;Île-de-France;Milou Morales;Beaucoup d'humanité dans cette antenne. A l'écoute, de bonnes explications, sérieux et propositions ciblées. Mention spéciale M Houze.;21/02/2023;5;
Pôle emploi;3-5 Rue Jean Monnet, 94130 Nogent-sur-Marne;Île-de-France;Alex Lebrun;Contact catastrophique avec la directrice de l'agence et les conseillers. Aucune écoute, aucune courtoisie, les personnes avec qui j'ai échangé sur ma situation étaient agressives et m'ont fait comprendre que je les dérangeais.Je ne comprends pas comment ils peuvent exercer ces responsabilités, le jour et la nuit par rapport à ma précédente agence Pole Emploi.;22/05/2022;1;
Pôle emploi;3-5 Rue Jean Monnet, 94130 Nogent-sur-Marne;Île-de-France;hichem amrani;Très déçu par ma conseillère. En 2 semaine 2 avertissement de radiation.1ère fois parce que je ne peux pas participer au RDV et j'essaie de trouver une autre date.2eme fois parce que je suis positif au covid-19, alors que j'ai envoye mon PCR positif.Dans aucuns cas on m'a répondu par mails. Ils sont très malveillants, du moins ma conseillère.Je déconseille fortement...Enfin si jamais on avait le choix, c'est pas avec eux que je collaborerai;22/05/2022;1;
Pôle emploi;3-5 Rue Jean Monnet, 94130 Nogent-sur-Marne;Île-de-France;Melina Yas;Totalement décevant!Aucune considération de la part des conseillers du pôle emploi de cette agence.On vous fais déplacer pour rien et on ose vous mentir au visage en vous racontant des salades.On a l’impression de les déranger,d’ailleurs on se demande bien pourquoi ils sont payé? Ah oui pour vous emmerder avec des lettres de menaces de radiation!Inadmissible!;22/05/2020;1;
Pôle emploi;3-5 Rue Jean Monnet, 94130 Nogent-sur-Marne;Île-de-France;aly m;Nous sommes le lundi de pentecôte, j'ai enfin le temps de faire un passage chez vous pour un rendez vous, internet vous dit ouverts. Vous êtes fermés. Pour un tel groupe, personne n'est capable de mettre à jour les paramètres Google d'ouverture ? Étonnant..;22/05/2020;1;
Pôle emploi;3-5 Rue Jean Monnet, 94130 Nogent-sur-Marne;Île-de-France;Nin Mo;Si vous n'avez besoin de rien, tout va bien. Sinon passez votre route, faites un recommandé ou un mail car humainement, c'est zéro. Ils veulent refourguer leur formations en interne, même lorsqu'on en a pas besoin et surtout si on fait une demande pour une formation exterieure. Vivement que ces incapables ailles aussi pointer, ce qui ne serai tarder, et avec un peu de chance, ils devront négocier avec des gens aussi idiots qu'eux.;23/05/2018;1;
Pôle emploi;3-5 Rue Jean Monnet, 94130 Nogent-sur-Marne;Île-de-France;DUBOIS Manon;Après avoir appelé et attendu 5minutes (donc très peu) quelqu'un était au bout du fil mais sans réponse.. j'ai du raccrocher et recommencer. 2 essai : 5minutes après, pôle emploi vous remercie. Au final ils m'ont raccrocher. Il était 12h08, l'heure de la pause est primordial apparemment...Obligé d'attendre encore demain matin pour les rappeler.;23/05/2017;1;
Pôle emploi;3-5 Rue Jean Monnet, 94130 Nogent-sur-Marne;Île-de-France;Christine Hazard;Très peu de contact. J'ai demandé 2 fois que l'on me rappelle d'urgence pour un conseil et on m'a confirmé que ma consultante m'appelerait. Je vais devoir me déplacer pour avoir une réponse à une question simple. Pole Emploi ne m'a servi absolument à rien depuis que je suis inscrite. Les conseillers ne donnent aucun conseil, ne guident pas dans les dermarches et n'appellent pas. Pas étonnant qu'il ait 5 millions de chomeurs en France. Si PE Nogent est une référence, alors je m'inquiète pour la courbe du chômage.;23/05/2016;1;
Pôle emploi;3-5 Rue Jean Monnet, 94130 Nogent-sur-Marne;Île-de-France;Franck Tata;Disponibilité de conseil et postes de consultation informatique assistée. Organisation des rendez vous offrant une régularité des conseils suivi personnalisé respectueux du rythme individuel.;23/05/2017;4;
Pôle emploi;3-5 Rue Jean Monnet, 94130 Nogent-sur-Marne;Île-de-France;sabrina simonetti;Juste par se que on à pas le droit de se rétracté ou changer d'avis on nous envoie une lettre de radiation et menace de supprimer nos allocation c'est du n'importe quoi;22/05/2022;1;
Pôle emploi;3-5 Rue Jean Monnet, 94130 Nogent-sur-Marne;Île-de-France;Mitchou pitch94;Site internet nul. Impossible de lire les messages sans les télécharger.J'ai une adresse mail mais bon c'est plus facile pour eux...;22/05/2020;1;
Pôle emploi;3-5 Rue Jean Monnet, 94130 Nogent-sur-Marne;Île-de-France;Louise Defer;Les conseillers sont là pour vous et sont agréables, si on leur parle agréablement. Ils mettent à l'aise;22/05/2020;4;
Pôle emploi;3-5 Rue Jean Monnet, 94130 Nogent-sur-Marne;Île-de-France;Catherine Gautier;Déçue que cette agence ait mal conseillé un jeune sans emploi,  lui faisant perdre par son manque de réactivité une opportunité d'obtenir un contrat pro et d'accéder à un premier emploi;23/05/2019;1;
Pôle emploi;3-5 Rue Jean Monnet, 94130 Nogent-sur-Marne;Île-de-France;K S;C'est une agence à taille humaine ou l'on est à votre écoute.;23/05/2019;4;
Pôle emploi;3-5 Rue Jean Monnet, 94130 Nogent-sur-Marne;Île-de-France;PNF 1222;Sympathique agence de quartier. En revanche, 2 ou 3 conseillers sont tout simplement à vomir sur le plan humain.;22/04/2023;2;
Pôle emploi;10 Rue Brancion, 75015 Paris;Île-de-France;Alexandre NGUYEN VAN TY;Inadmissible et honteux tout simplement. Attente pendant 1h après l'heure du rdv, tout ça pour qu'on me dise que le rdv était annulé mais qu'ils avaient oublié de me prévenir ?! Comment est-ce possible alors que c'est censé être votre métier... Puis proposition d'un nouveau rdv dans 2 semaines et 0 dédommagement ?De plus l'annulation est due à la personne s'occupant du dossier qui ne sait pas lire le français visiblement sur un formulaire électronique pré rempli;23/03/2023;1;
Pôle emploi;10 Rue Brancion, 75015 Paris;Île-de-France;Down Me;Accueilli par une personne féminine d'un âge certain très désagréable qui s'exprime mal et s'agace après une mauvaise compréhension. Certainement une ancienne bergère qui n'a pas l'habitude de gérer des personnes civilisées. Conseillers et dirigeants très bien;22/01/2023;2;
Pôle emploi;10 Rue Brancion, 75015 Paris;Île-de-France;Hassan Bashir;Je suis Hassan Bashir, j'ai besoin de rendez-vous, s'il vous plaît, j'ai un problème avec mon dossier.;08/05/2023;1;
Pôle emploi;10 Rue Brancion, 75015 Paris;Île-de-France;Caroline Av;De loin la pire agence.D'une incompétence sans nom.Mon indemnisation a été bloquée sans raison pendant deux mois et ils ont 'oubliés' de décocher une case sur leur système pour débloquer la situation. Ils perdent des lettres qu'on dépose à l'agence, ils sont incapables de gérer une demande de droit d'option: j'attends depuis 5 mois.Un conseil, retrouvez un travail au plus vite !;22/05/2022;1;
Pôle emploi;10 Rue Brancion, 75015 Paris;Île-de-France;Bron Laurence Sylvie (Bertille Demelet);Je suis allée à une réunion collective au Pôle Emploi Brancion,et j'étais dans une partie des locaux après le numéro 10, dans l'amphithéâtre.;21/02/2023;4;
Pôle emploi;10 Rue Brancion, 75015 Paris;Île-de-France;Teddy Nonthaveth;Côté Spectacle, hormis la manageuse qui connait son travail, le reste de l'équipe et la structure est totalement incompatible avec le fonctionnement du métier d'artiste.Renvoi des responsabilités vers la Croix Nivert (qui fait de même quand on les contacte), perte des documents, non traitement de dossier... et pire que tout : un conseiller qui affirme qu'il n'y a pas d'emploi pour le moment (et les 3 offres qu'on m'a proposé étaient périmées).;22/05/2022;2;
Pôle emploi;10 Rue Brancion, 75015 Paris;Île-de-France;Daduriaan;J'ai passé un entretien avec un conseiller pôle emploi avec qui cela s'est très bien passé. Conseiller très aimable, à l'écoute et qui a eu des conseils et un discours adaptés à ma situation. Merci M. Da Costa !A bas les clichés sur l'administration, il existe des personnes très compétentes et impliquées. Et cela mérite d'être valorisé !;22/05/2021;5;
Pôle emploi;10 Rue Brancion, 75015 Paris;Île-de-France;A dG (“AdG”);Aujourd'hui des personnes sans compétence ont la main mise sur nos DROITS... Les services pôle emploi sont infectes et nuls !!! Je vais devoir passer par le défenseur des droits pour pouvoir ouvrir mes droits... Fatigant;22/05/2022;1;
Pôle emploi;10 Rue Brancion, 75015 Paris;Île-de-France;Pauline Lscn;Très mauvaise expérience auprès d'un conseiller impoli, un peu trop à l'aise dans ses propos, incompréhensif, s'exprimant avec un ton dédaigneux comme j'ai rarement vu auparavant.J'espère que la prochaine fois je tomberai sur un(e) conseiller(e) plus professionnel(le) et sympathique, avec qui échanger de manières cordiales et respectueuses.;22/05/2020;1;
Pôle emploi;10 Rue Brancion, 75015 Paris;Île-de-France;TheRecipe Since1991;le pire entretien téléphonique de toute ma vie c'est la première fois qu'une administration me raccroche au nez pourtant tout se passé très bien j'avais de bons conseils venant d'une soi-disant conseillère et soudain ! énervement total de mon interlocutrice mais sincèrement Pôle Emploi Brancion qui est Zabar Zoubaida ?! Une schizo/une pseudo-conseillère ou une anomali dans le service?!;22/05/2021;1;
Pôle emploi;10 Rue Brancion, 75015 Paris;Île-de-France;Famille LE JAN PUJANA;Gros à priori sur l’administration / bureaucratie française.... force est de constater que ce fut rapide, efficace, presque agréable compte tenu des circonstances. Merci à mon conseiller Pierre Yves ce matin qui fut sympathique, empathique, de bon conseil. À bas les clichés. Il y avait des gens pas contents pendant que j’y étais.  #1 renseignons-nous, #2 respectons les règles, #3 soyons à l’écoute, il y a des bons professionnels là-bas.;22/05/2020;4;
Pôle emploi;10 Rue Brancion, 75015 Paris;Île-de-France;Badgal;Nul. Changement de conseillers après chaque entretiens, 1 mois d’attente entre chaque rdv, la psychologue du travail vous refuse l accès à la formation car elle juge que vous avez « trop de problèmes »! Ils se couvrent tous entres eux, aucun dialogue possible car ils prennnent les gens pour des sous-doués alors que eux même le sont. Pour conclure, le seul but de ces entretiens est de pianoté sur le clavier une brève conclusion mensongère comme quoi le conseiller et le candidat sont en accord avec ce qui s’est dit. Ok avec de la sottise quoi :);23/05/2019;1;
